CRAMERFLAGS,Cramer rules,cdk:Title,toxTree.tree.cramer.CramerTreeResult,SMILES
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C([H])(C([H])([H])[H])C([H])([H])[C@@]([H])(B(O[H])O[H])N([H])C(=O)C([H])([H])N([H])C(=O)C1=C([H])C(=C([H])C([H])=C1Cl)Cl
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C1([H])([H])[C@]([H])([C@@]([H])([C@]([H])([C@@]([H])([C@@]1([H])N([H])[H])O[C@]2([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(C([H])([H])N([H])[H])O2)O[H])O[H])O[H])O[H])O[C@]3([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(C([H])([H])O[H])O3)O[H])N([H])[H])O[H])N([H])[H]
,High (Class III),,"1N,2N,3Y,4N",[Al+3].[Al+3].[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].O([H])[H].O([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C1=C([H])C(=C2C([H])=C([H])C([H])=C([H])C2=C1OP(=O)([O-])[O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8Y,9N,10N,11N,12N,22N,33N",C([H])([H])([H])OC1=C([H])C(=O)OC([H])(/C(/[H])=C(\[H])/C2=C([H])C([H])([H])C([H])([H])C([H])=C2[H])C1([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])N([H])C1(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1=O)C2=C(C([H])=C([H])C([H])=C2[H])Cl
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C1=C([H])C(=O)N2C([H])([H])C(=O)N(C([H])([H])[H])C3=C([H])C([H])=C(C([H])=C3C2(C4=C([H])C([H])=C([H])C([H])=C4[H])O1)Cl
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C(=O)N1C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C2=C([H])C([H])=C(C([H])=C2[H])OC([H])([H])C3([H])C([H])([H])OC(C([H])([H])N4C([H])=C([H])N=C4[H])(C5=C([H])C([H])=C(C([H])=C5Cl)Cl)O3
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28Y,29N,33N",C([H])([H])([H])C([H])(C1=C([H])C([H])=C([H])C(=C1[H])C(=O)C2=C([H])C([H])=C([H])C([H])=C2[H])C(=O)O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11N,12Y,13Y,14Y,15N,33N",C1([H])=C([H])C([H])=C(C([H])=C1[H])C(=O)C2=C([H])C([H])=C3C([H])(C([H])([H])C([H])([H])N32)C(=O)O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])N1C([H])([H])C([H])([H])C(=C2C3=C(C([H])=C([H])C([H])=C3[H])C([H])([H])C(=O)C4=C2C([H])=C([H])S4)C([H])([H])C1([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C1([H])=C([H])OC(=C1[H])C([H])([H])N([H])C2=C3C(=NC([H])=N2)N=C([H])N3[H]
,High (Class III),,"1N,2N,3Y,4N",[81Kr]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28Y,29N,33N",C([H])([H])([H])C([H])(C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])N([H])C([H])([H])C([H])(C2=C([H])C([H])=C(C(=C2[H])C(=O)N([H])[H])O[H])O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11N,12N,22N,33N",C([H])([H])([H])C([H])([H])OC(=O)C1=C(C([H])([H])[H])N([H])C(=C(C1([H])C2=C(C([H])=C([H])C([H])=C2[H])/C(/[H])=C(\[H])/C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C([H])([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])OC([H])([H])[H])C(=O)N([H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19Y,20Y,21N,18N",C([H])([H])([H])C([H])(C(=O)O[H])O[H]
,Low (Class I),,"1N,2N,3N,5Y",C([H])([H])([C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(C([H])([H])O[H])O[H])O[C@@]1([H])[C@@]([H])([C@]([H])([C@]([H])([C@@]([H])(C([H])([H])O[H])O1)O[H])O[H])O[H])O[H])O[H])O[H]
,Low (Class I),,"1N,2N,3N,5Y",C([H])([H])([C@]1([H])[C@@]([H])([C@@]([H])([C@]([H])([C@@]([H])(O1)O[C@]2([H])[C@@]([H])(C([H])([H])O[H])OC([H])([C@@]([H])([C@@]2([H])O[H])O[H])O[H])O[H])O[H])O[H])O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([C@]1([H])[C@@]([H])([C@@]([H])([C@]([H])([C@@]([H])(O1)O[C@]2([H])[C@@]([H])(C([H])([H])O[H])O[C@](C([H])([H])O[H])([C@@]2([H])O[H])O[H])O[H])O[H])O[H])O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C1([H])=C([H])N([C@]2([H])C([H])([H])S[C@]([H])(C([H])([H])O[H])O2)C(=O)N=C1N([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C1([H])=C([H])C(=C(C(=C1[H])Cl)Cl)C2=C(N([H])[H])N=C(N([H])[H])N=N2
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C([H])(C([H])([H])[H])C1([H])C(=O)N([H])C([H])(C([H])([H])SSC([H])([H])C([H])(C(=O)N([H])C([H])(C([H])([H])C2=C([H])C([H])=C(C([H])=C2[H])O[H])C(=O)N([H])C([H])(C([H])([H])C3=C([H])N([H])C4=C3C([H])=C([H])C([H])=C4[H])C(=O)N([H])C([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C(=O)N1[H])N([H])C(=O)C([H])(C([H])([H])C5=C([H])C6=C(C([H])=C([H])C([H])=C6[H])C([H])=C5[H])N([H])[H])C(=O)N([H])C([H])(C([H])(C([H])([H])[H])O[H])C(=O)N([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C1=C(C([H])([H])S(=O)C2=NC3=C(C([H])=C([H])C([H])=C3[H])N2[H])N=C([H])C([H])=C1OC([H])([H])C(F)(F)F
,High (Class III),,"1N,2N,3Y,4N",C(=O)([O-])[O-].C(=O)([O-])[O-].C(=O)([O-])[O-].[La+3].[La+3]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])S(=O)(=O)C([H])([H])C([H])([H])N([H])C([H])([H])C1=C([H])C([H])=C(C2=C([H])C3=C(N=C([H])N=C3C([H])=C2[H])N([H])C4=C([H])C([H])=C(C(=C4[H])Cl)OC([H])([H])C5=C([H])C([H])=C([H])C(=C5[H])F)O1
,High (Class III),,"1N,2Y",C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)OC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])[N+]1=C([H])C([H])=C([H])C([H])=C1[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])S(=O)(=O)C1=C([H])C(=C([H])C2=C1N(C([H])([H])C3=C([H])C([H])=C(C([H])=C3[H])Cl)C4=C2C([H])([H])C([H])([H])[C@]4([H])C([H])([H])C(=O)O[H])F
,High (Class III),,"1N,2N,3Y,4N",C1([H])([H])C([H])([H])[C@]([H])(C2=C([H])C(=C([H])C([H])=C2F)F)N(C1([H])[H])C3=NC4=C(C([H])=NN4C([H])=C3[H])N([H])C(=O)N5C([H])([H])C([H])([H])[C@@]([H])(C5([H])[H])O[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])N1C([H])([H])C([H])([H])C([H])(C([H])([H])C1([H])[H])C(=O)C2=C([H])C([H])=C([H])C(=N2)N([H])C(=O)C3=C(C([H])=C(C([H])=C3F)F)F
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C1([H])=C([H])C([H])=C(C([H])=C1[H])[C@@]2([H])C([H])([H])C([H])([H])C3=C([H])C(=C([H])C([H])=C3[C@@]2([H])C4=C([H])C([H])=C(C([H])=C4[H])OC([H])([H])C([H])([H])N5C([H])([H])C([H])([H])C([H])([H])C5([H])[H])O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])N1C(=NN=N1)SC([H])([H])C2=C(C(=O)O[H])N3C(=O)[C@]([C@@]3([H])OC2([H])[H])(N([H])C(=O)C([H])(C4=C([H])C([H])=C(C([H])=C4[H])O[H])C(=O)O[H])OC([H])([H])[H]
,Intermediate (Class II),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18Y",C([H])([H])([H])C([H])(C([H])([H])[H])OC(=O)C([H])([H])C([H])([H])C([H])([H])/C(/[H])=C(/[H])\C([H])([H])[C@]1([H])[C@@]([H])(C([H])([H])C([H])([H])[C@]([H])(C([H])([H])C([H])([H])C2=C([H])C([H])=C([H])C([H])=C2[H])O[H])[C@@]([H])(C([H])([H])[C@]1([H])O[H])O[H]
,High (Class III),,"1N,2Y",C(\[H])(=C(\[H])/C([H])([H])[C@]1([H])[C@@]([H])(C([H])([H])C([H])([H])[C@]([H])(C([H])([H])C([H])([H])C2=C([H])C([H])=C([H])C([H])=C2[H])O[H])[C@@]([H])(C([H])([H])[C@]1([H])O[H])O[H])/C([H])([H])C([H])([H])C([H])([H])C(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])O[N+](=O)[O-]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19Y,20Y,21N,18N",C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1=O
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C([H])(C([H])([H])[H])[C@@]([H])(C(=O)N1C([H])([H])C2(C([H])([H])C2([H])[H])C([H])([H])[C@@]1([H])C3=NC(=C([H])N3[H])C4=C([H])C5=C(C([H])=C4[H])C6=C(C([H])=C(C([H])=C6[H])C7=C([H])C8=C(C([H])=C7[H])N([H])C(=N8)[C@]9([H])[C@@]%10([H])C([H])([H])C([H])([H])[C@]([H])(C%10([H])[H])N9C(=O)[C@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])N([H])C(=O)OC([H])([H])[H])C5(F)F)N([H])C(=O)OC([H])([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23N,24N,25N,26N,22N,33N",C([H])([H])=C([H])[C@]1(C([H])([H])[H])C([H])([H])[C@]([H])([C@]2(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])C([H])([H])C(=O)[C@@]23[H])[C@@]([H])(C([H])([H])[H])[C@]1([H])O[H])OC(=O)C([H])([H])S[C@]4([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[C@@]4([H])O[H])N([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C1=C(C([H])=NO1)C(=O)N([H])C2=C([H])C([H])=C(C([H])=C2[H])C(F)(F)F
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C1=C(C([H])=NC(=N1)C([H])([H])[H])OC([H])([H])[C@]2(C([H])([H])[C@@]2([H])C(=O)N([H])C3=C([H])C([H])=C(C([H])=N3)F)C4=C([H])C([H])=C([H])C(=C4[H])F
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C1([H])=C([H])C(=C2C([H])([H])N(C3([H])C([H])([H])C([H])([H])C(=O)N([H])C3=O)C(=O)C2=C1[H])N([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])OC1=C([H])C2=C(C([H])=C1C(=O)N([H])[H])C(=C([H])C([H])=N2)OC3=C([H])C([H])=C(C(=C3[H])Cl)N([H])C(=O)N([H])C4([H])C([H])([H])C4([H])[H]
,High (Class III),,"1N,2Y",C([H])([H])([H])C1=C(C([H])(C2=C([H])C([H])=C([H])C(=C2[H])[N+](=O)[O-])C(=C(C([H])([H])[H])N1[H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C3=C([H])C([H])=C([H])C([H])=C3[H])C4=C([H])C([H])=C([H])C([H])=C4[H])C(=O)OC([H])([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C1([H])=C([H])C2=C(C([H])=C1[H])C(=C([H])C([H])=C2C3([H])C([H])([H])C3([H])[H])N4C(=NN=C4SC([H])([H])C(=O)O[H])Br
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])OC1=C([H])C(=C([H])C([H])=C1[H])N2C([H])([H])C([H])([H])N(C([H])([H])C2([H])[H])C3=NC4=C(C([H])=C([H])C([H])=C4[C@]([H])(C([H])([H])C(=O)O[H])N3C5=C([H])C(=C([H])C([H])=C5OC([H])([H])[H])C(F)(F)F)F
,High (Class III),,"1N,2Y",C1([H])=C(C([H])=C([H])C(=C1[H])C([H])(C2=C([H])C([H])=C(C([H])=C2[H])C#N)N3C([H])=NC([H])=N3)C#N
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C1([H])=C(C([H])=C([H])C(=C1[H])N([H])C([H])([H])C2([H])C([H])([H])N([H])C3=C(C(=O)N([H])C(=N3)N([H])[H])N2C([H])=O)C(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C(=O)O[H])C(=O)O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C([H])([H])N([H])C(=O)[C@]1([H])C([H])([H])C([H])([H])C([H])([H])N1C(=O)[C@]([H])(C([H])([H])C([H])([H])C([H])([H])N([H])C(=N[H])N([H])[H])N([H])C(=O)[C@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])N([H])C(=O)[C@@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])N([H])C(=O)[C@]([H])(C([H])([H])C2=C([H])C([H])=C(C([H])=C2[H])O[H])N([H])C(=O)[C@]([H])(C([H])([H])O[H])N([H])C(=O)[C@]([H])(C([H])([H])C3=C([H])N([H])C4=C3C([H])=C([H])C([H])=C4[H])N([H])C(=O)[C@]([H])(C([H])([H])C5=C([H])N([H])C([H])=N5)N([H])C(=O)[C@]6([H])C([H])([H])C([H])([H])C(=O)N6[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28Y,29N,33N",C([H])([H])([H])C([H])([H])[C@@]([H])(C(C([H])([H])[C@]([H])(C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C2=C([H])C([H])=C([H])C([H])=C2[H])OC(=O)C([H])([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11N,12N,22N,33N",C([H])([H])=C([H])C([H])([H])N1C([H])([H])C([H])([H])[C@@]23C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]3([H])[C@@]1([H])C([H])([H])C4=C([H])C([H])=C(C([H])=C42)O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C1([H])=C([H])C([H])=C(C([H])=C1[H])[C@@]2([H])C([H])([H])N3C([H])([H])C([H])([H])SC3=N2
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C([H])([H])OC(=O)C1=C(C([H])([H])OC([H])([H])C([H])([H])N([H])[H])N([H])C(=C([C@]1([H])C2=C(C([H])=C([H])C([H])=C2[H])Cl)C(=O)OC([H])([H])[H])C([H])([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C([H])([H])[C@@]([H])(C(=O)N([H])[H])N1C([H])([H])C([H])([H])C([H])([H])C1=O
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C([H])([H])([H])[C@]([H])(C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])N([H])C([H])([H])[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C([H])([H])([H])C([H])(C([H])([H])[H])N([H])C([H])([H])[C@@]([H])(C([H])([H])OC1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C([H])([H])OC([H])([H])C2([H])C([H])([H])C2([H])[H])O[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C([H])([H])([H])C(C([H])([H])[H])(C([H])([H])[H])N([H])C([H])([H])[C@@]([H])(C([H])([H])OC1=C2C([H])([H])C([H])([H])C([H])([H])C(=O)C2=C([H])C([H])=C1[H])O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)N([H])C2=C(C([H])([H])[H])C([H])=C([H])C([H])=C2C([H])([H])[H]
,High (Class III),,"1N,2Y",C([H])([H])([H])[C@]1([H])C([H])([H])N(C([H])([H])C([H])([H])[C@@]1(C2=C([H])C([H])=C([H])C([H])=C2[H])C(=O)O[H])[C@]3([H])C([H])([H])C([H])([H])[C@@](C([H])([H])C3([H])[H])(C#N)C4=C([H])C([H])=C(C([H])=C4[H])F
,Low (Class I),,1Y,C([H])([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])([H])C(=O)[O-])O[H]
,High (Class III),,"1N,2N,3Y,4N",C1([H])=C([H])C([H])=C(C([H])=C1[H])[C@]([H])(C2=C([H])C([H])=C(C([H])=C2[H])Cl)N3C([H])([H])C([H])([H])N(C([H])([H])C3([H])[H])C([H])([H])C([H])([H])OC([H])([H])C(=O)O[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C1([H])=C(C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H])C([H])=C(C(=C1[H])O[H])O[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])[C@@]1([H])C([H])([H])OC2=C(C(=C([H])C3=C2N1C([H])=C(C3=O)C(=O)O[H])F)N4C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C4([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C(=O)N1C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C2=C([H])C([H])=C(C([H])=C2[H])OC([H])([H])[C@]3([H])C([H])([H])O[C@@](C([H])([H])N4C([H])=C([H])N=C4[H])(C5=C([H])C([H])=C(C([H])=C5Cl)Cl)O3
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C1([H])=C(C([H])=C([H])C(=C1[H])N([H])C([H])([H])[C@@]2([H])C([H])([H])N([H])C3=C(C(=O)N=C(N([H])[H])N3[H])N2C([H])=O)C(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C(=O)O[H])C(=O)O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])N1[C@@]([H])(C([H])([H])N([H])C2=C([H])C([H])=C(C([H])=C2[H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C(=O)O[H])C(=O)O[H])C([H])([H])N([H])C3=C1C(=O)N=C(N([H])[H])N3[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23N,24N,25N,26N,22N,33N",C([H])([H])([H])C(=C([H])C([H])([H])C([H])([H])[C@@](C([H])([H])[H])([C@]1([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])C1([H])[H])O[H])C([H])([H])[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16Y",C([H])([H])([H])C([H])(C([H])([H])[H])[C@]1([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])[C@@]1([H])O[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C([H])([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C(=O)[C@]1(C([H])([H])[C@@]1([H])C([H])([H])N([H])[H])C2=C([H])C([H])=C([H])C([H])=C2[H]
,Intermediate (Class II),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18Y",C([H])([H])([H])[C@@]([H])([C@@]([H])(C1=C([H])C([H])=C(C(=C1[H])O[H])O[H])O[H])N([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23N,24N,25N,26N,22N,33N",C([H])([H])([H])C([H])([H])[C@@]12C([H])([H])C([H])([H])[C@]3([H])[C@@]4([H])C([H])([H])C([H])([H])C(=O)C([H])=C4C([H])([H])C([H])([H])[C@@]3([H])[C@]2([H])C([H])([H])C([H])([H])[C@]1(C#C[H])O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11N,12N,22N,33N",C([H])([H])([H])N1C([H])([H])C([H])([H])[C@@]23C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]3([H])[C@@]1([H])C([H])([H])C4=C([H])C([H])=C(C([H])=C42)O[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C([H])([H])([H])C(C([H])([H])[H])(C([H])([H])[H])N([H])C([H])([H])[C@@]([H])(C1=C([H])C([H])=C(C(=C1[H])C([H])([H])O[H])O[H])O[H]
,High (Class III),,"1N,2Y",C([H])([H])([H])[C@]1([H])C([H])([H])C(=O)N([H])N=C1C2=C([H])C([H])=C(C([H])=C2[H])N([H])N=C(C#N)C#N
,High (Class III),,"1N,2N,3Y,4N",C1([H])=C(C(=C(C([H])=C1C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H])I)OC2=C([H])C(=C(C(=C2[H])I)O[H])I)I
,Low (Class I),,1Y,C([H])([H])(C([H])([H])C(=O)N([H])[H])[C@@]([H])(C(=O)O[H])N([H])[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C([H])([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C(=O)N([H])C1=C(C([H])([H])[H])C([H])=C([H])C([H])=C1C([H])([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C1=C([H])C([H])=C([H])C(=C1N([H])C(=O)C([H])([H])N2C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C([H])(C3=C([H])C([H])=C(C([H])=C3[H])F)C4=C([H])C([H])=C(C([H])=C4[H])F)C([H])([H])C2([H])[H])C([H])([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])S(=O)(=O)C1=C([H])C(=C([H])C([H])=C1[H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])C(=O)C2=C(C3=C(C([H])=C2Cl)C([H])([H])N(C([H])([H])C3([H])[H])C(=O)C4=C([H])C5=C(C([H])=C4[H])C([H])=C([H])O5)Cl
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C([H])([H])N(C([H])([H])C1=C([H])C([H])=C([H])C(=C1[H])S(=O)(=O)[O-])C2=C([H])C([H])=C(C([H])=C2[H])C(=C3C([H])=C([H])C(=[N+](C([H])([H])C([H])([H])[H])C([H])([H])C4=C([H])C([H])=C([H])C(=C4[H])S(=O)(=O)[O-])C([H])=C3[H])C5=C([H])C([H])=C(C([H])=C5[H])S(=O)(=O)[O-].[Na+].[Na+]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])[C@@]1([H])C(=O)N([H])[C@@]2([H])C([H])([H])SSC([H])([H])[C@@]3([H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C(=O)O[H])C(=O)N([H])[C@@]([H])(C([H])([H])C4=C([H])C([H])=C(C([H])=C4[H])O[H])C(=O)N([H])[C@@]([H])(C([H])([H])SSC([H])([H])[C@@]([H])(C(=O)N([H])[C@@]([H])(C([H])([H])C5=C([H])C([H])=C(C([H])=C5[H])O[H])C(=O)O[H])N([H])C(=O)C([H])([H])N([H])C(=O)[C@]([H])([C@@]([H])(C([H])([H])[H])O[H])N([H])C2=O)C(=O)N([H])[C@@]([H])(C([H])([H])SSC([H])([H])[C@@]([H])(C(=O)N3[H])N([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])C(=O)N([H])[H])C(=O)N6C([H])([H])C([H])([H])C([H])([H])[C@@]6([H])C(=O)N1[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C#CC([H])([H])N1C2=C(N=C1N3C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C3([H])[H])N([H])[H])N(C([H])([H])[H])C(=O)N(C([H])([H])C4=NC5=C(C([H])=C([H])C([H])=C5[H])C(=N4)C([H])([H])[H])C2=O
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[C@@]([H])(C(=O)N([H])[C@]([H])([C@@]([H])(C([H])([H])[H])O[H])[C@]2([H])[C@@]([H])([C@@]([H])([C@]([H])([C@]([H])(O2)SC([H])([H])[H])O[H])O[H])O[H])N(C([H])([H])[H])C1([H])[H]
,High (Class III),,"1N,2N,3Y,4N",[C@]1([H])([C@@]([H])([C@]([H])([C@]([H])([C@@]([H])([C@@]1([H])Cl)Cl)Cl)Cl)Cl)Cl
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C(=O)N([H])C([H])([H])[C@@]1([H])C([H])([H])N(C2=C([H])C([H])=C(C(=C2[H])F)N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])C(=O)O1
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19Y,20Y,21N,18N",C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])/C(/[H])=C(/[H])\C([H])([H])/C(/[H])=C(/[H])\C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])OC1=C([H])C([H])=C(C(=C1C([H])([H])OC2=C([H])C(=C(C([H])=C2OC([H])([H])[H])F)N3C(=O)C4=C(C(=O)O[H])SC([H])=C4N([H])C3=O)F)F
